Tree_Name;Path_ID;Point_Order;Node_ID;X;Y;Label;Type;Is_Node;Samples;Branch_Size;Is_Leaf;Feature;Operator;Threshold;True_Label;False_Label;Samples_Node;Value_Edible;Value_Poisonous;Probability_Edible;Probability_Poisonous;Predicted_Class
Tree 1;Tree 1_E_3;9;4;0.03887534647316322;4.040277653712169;YES;YES;1;3024;7.911294425766101;1.0;;;;;;3024.0;0.6966457023060797;0.30335429769392036;0.6966457023060797;0.30335429769392036;Edible
Tree 1;Tree 1_E_4;0;3;0.06755968627760951;2.9436019384643473;stalk-root: r;Split;1;115;8.041483387719662;0.0;stalk-root_r;<=;0.5;Yes;No;3139.0;0.7074994946432182;0.2925005053567819;0.7074994946432182;0.2925005053567819;Edible
Tree 1;Tree 1_E_4;1;5;0.07128506354248335;3.0695538619878304;;Edge;0;115;7.408849131044098;1.0;;;;;;115.0;1.0;0.0;1.0;0.0;Edible
Tree 1;Tree 1_E_4;2;5;0.0747629247455684;3.195505785511314;;Edge;0;115;6.776214874368534;1.0;;;;;;115.0;1.0;0.0;1.0;0.0;Edible
Tree 1;Tree 1_E_4;3;5;0.07777560791507561;3.321457709034797;;Edge;0;115;6.143580617692971;1.0;;;;;;115.0;1.0;0.0;1.0;0.0;Edible
Tree 1;Tree 1_E_4;4;5;0.08016155841536206;3.447409632558281;;Edge;0;115;5.510946361017407;1.0;;;;;;115.0;1.0;0.0;1.0;0.0;Edible
Tree 1;Tree 1_E_4;5;5;0.08183481482028188;3.573361556081764;;Edge;0;115;4.878312104341843;1.0;;;;;;115.0;1.0;0.0;1.0;0.0;Edible
Tree 1;Tree 1_E_4;6;5;0.08279537712983509;3.699313479605247;;Edge;0;115;4.245677847666279;1.0;;;;;;115.0;1.0;0.0;1.0;0.0;Edible
Tree 1;Tree 1_E_4;7;5;0.08312920677016751;3.8252654031287308;;Edge;0;115;3.613043590990716;1.0;;;;;;115.0;1.0;0.0;1.0;0.0;Edible
Tree 1;Tree 1_E_4;8;5;0.08299785837692211;3.9512173266522144;;Edge;0;115;2.9804093343151514;1.0;;;;;;115.0;1.0;0.0;1.0;0.0;Edible
Tree 1;Tree 1_E_4;9;5;0.08261899392188793;4.0771692501756975;YES;YES;1;115;2.3477750776395876;1.0;;;;;;115.0;1.0;0.0;1.0;0.0;Edible
Tree 1;Tree 1_E_5;0;2;0.08308426428110409;1.9306378622843359;odor: p;Split;1;156;8.214333431736751;0.0;odor_p;<=;0.5;Yes;No;3295.0;0.674633770239013;0.3253662297609869;0.674633770239013;0.3253662297609869;Edible
Tree 1;Tree 1_E_5;1;6;0.09783371038413004;2.04940238132213;;Edge;0;156;7.587157618826126;1.0;;;;;;156.0;0.0;1.0;0.0;1.0;Poisonous
Tree 1;Tree 1_E_5;2;6;0.11233564042536719;2.1681669003599238;;Edge;0;156;6.9599818059155;1.0;;;;;;156.0;0.0;1.0;0.0;1.0;Poisonous
Tree 1;Tree 1_E_5;3;6;0.12637239243302653;2.286931419397718;;Edge;0;156;6.332805993004874;1.0;;;;;;156.0;0.0;1.0;0.0;1.0;Poisonous
Tree 1;Tree 1_E_5;4;6;0.13978241177146508;2.4056959384355117;;Edge;0;156;5.705630180094248;1.0;;;;;;156.0;0.0;1.0;0.0;1.0;Poisonous
Tree 1;Tree 1_E_5;5;6;0.15247973701453701;2.524460457473306;;Edge;0;156;5.078454367183623;1.0;;;;;;156.0;0.0;1.0;0.0;1.0;Poisonous
Tree 1;Tree 1_E_5;6;6;0.16446436816224233;2.6432249765110996;;Edge;0;156;4.451278554272998;1.0;;;;;;156.0;0.0;1.0;0.0;1.0;Poisonous
Tree 1;Tree 1_E_5;7;6;0.17582226664072687;2.7619894955488937;;Edge;0;156;3.8241027413623723;1.0;;;;;;156.0;0.0;1.0;0.0;1.0;Poisonous
Tree 1;Tree 1_E_5;8;6;0.18671498708563358;2.8807540145866875;;Edge;0;156;3.196926928451746;1.0;;;;;;156.0;0.0;1.0;0.0;1.0;Poisonous
Tree 1;Tree 1_E_5;9;6;0.1973601914687515;2.9995185336244816;NO;NO;1;156;2.56975111554112;1.0;;;;;;156.0;0.0;1.0;0.0;1.0;Poisonous
Tree 1;Tree 1_E_6;0;1;0.3243206493795047;1.0206280026026135;stalk-root: c;Split;1;323;8.559669036660122;0.0;stalk-root_c;<=;0.5;Yes;No;3618.0;0.7032179083595663;0.29678209164043373;0.7032179083595663;0.29678209164043373;Edible
Tree 1;Tree 1_E_6;1;7;0.33447936716394167;1.1208451642671144;;Edge;0;323;7.9706789553438115;0.0;ring-type_p;<=;0.5;Yes;No;323.0;0.9830188679245283;0.016981132075471698;0.9830188679245283;0.016981132075471698;Edible
Tree 1;Tree 1_E_6;2;7;0.34439056888658987;1.2210623259316151;;Edge;0;323;7.3816888740275015;0.0;ring-type_p;<=;0.5;Yes;No;323.0;0.9830188679245283;0.016981132075471698;0.9830188679245283;0.016981132075471698;Edible
Tree 1;Tree 1_E_6;3;7;0.35383659257566025;1.321279487596116;;Edge;0;323;6.792698792711191;0.0;ring-type_p;<=;0.5;Yes;No;323.0;0.9830188679245283;0.016981132075471698;0.9830188679245283;0.016981132075471698;Edible
Tree 1;Tree 1_E_6;4;7;0.3626558835955098;1.4214966492606167;;Edge;0;323;6.203708711394881;0.0;ring-type_p;<=;0.5;Yes;No;323.0;0.9830188679245283;0.016981132075471698;0.9830188679245283;0.016981132075471698;Edible
Tree 1;Tree 1_E_6;5;7;0.37076248051999283;1.5217138109251178;;Edge;0;323;5.61471863007857;0.0;ring-type_p;<=;0.5;Yes;No;323.0;0.9830188679245283;0.016981132075471698;0.9830188679245283;0.016981132075471698;Edible
Tree 1;Tree 1_E_6;6;7;0.37815638334910917;1.6219309725896185;;Edge;0;323;5.02572854876226;0.0;ring-type_p;<=;0.5;Yes;No;323.0;0.9830188679245283;0.016981132075471698;0.9830188679245283;0.016981132075471698;Edible
Tree 1;Tree 1_E_6;7;7;0.3849235535090047;1.7221481342541192;;Edge;0;323;4.43673846744595;0.0;ring-type_p;<=;0.5;Yes;No;323.0;0.9830188679245283;0.016981132075471698;0.9830188679245283;0.016981132075471698;Edible
Tree 1;Tree 1_E_6;8;7;0.3912255456353224;1.82236529591862;;Edge;0;323;3.8477483861296395;0.0;ring-type_p;<=;0.5;Yes;No;323.0;0.9830188679245283;0.016981132075471698;0.9830188679245283;0.016981132075471698;Edible
Tree 1;Tree 1_E_6;9;7;0.3972800216998514;1.922582457583121;ring-type: p;Split;1;323;3.2587583048133286;0.0;ring-type_p;<=;0.5;Yes;No;323.0;0.9830188679245283;0.016981132075471698;0.9830188679245283;0.016981132075471698;Edible
Tree 1;Tree 1_E_7;0;7;0.3972800216998514;1.922582457583121;ring-type: p;Split;1;6;3.258758304813329;0.0;ring-type_p;<=;0.5;Yes;No;323.0;0.9830188679245283;0.016981132075471698;0.9830188679245283;0.016981132075471698;Edible
Tree 1;Tree 1_E_7;1;8;0.3833161438966039;2.037912988375434;;Edge;0;6;3.0419911067128234;1.0;;;;;;6.0;0.0;1.0;0.0;1.0;Poisonous
Tree 1;Tree 1_E_7;2;8;0.3695997821551452;2.1532435191677464;;Edge;0;6;2.8252239086123176;1.0;;;;;;6.0;0.0;1.0;0.0;1.0;Poisonous
Tree 1;Tree 1_E_7;3;8;0.3563485984472643;2.2685740499600593;;Edge;0;6;2.608456710511812;1.0;;;;;;6.0;0.0;1.0;0.0;1.0;Poisonous
Tree 1;Tree 1_E_7;4;8;0.3437241474086042;2.3839045807523718;;Edge;0;6;2.3916895124113062;1.0;;;;;;6.0;0.0;1.0;0.0;1.0;Poisonous
Tree 1;Tree 1_E_7;5;8;0.33181239046531075;2.4992351115446847;;Edge;0;6;2.1749223143108;1.0;;;;;;6.0;0.0;1.0;0.0;1.0;Poisonous
Tree 1;Tree 1_E_7;6;8;0.32061332761738387;2.614565642336997;;Edge;0;6;1.9581551162102948;1.0;;;;;;6.0;0.0;1.0;0.0;1.0;Poisonous
Tree 1;Tree 1_E_7;7;8;0.31004099743867786;2.72989617312931;;Edge;0;6;1.741387918109789;1.0;;;;;;6.0;0.0;1.0;0.0;1.0;Poisonous
Tree 1;Tree 1_E_7;8;8;0.2999338452935496;2.8452267039216226;;Edge;0;6;1.5246207200092834;1.0;;;;;;6.0;0.0;1.0;0.0;1.0;Poisonous
Tree 1;Tree 1_E_7;9;8;0.2900742092102101;2.9605572347139355;NO;NO;1;6;1.3078535219087775;1.0;;;;;;6.0;0.0;1.0;0.0;1.0;Poisonous
Tree 1;Tree 1_E_8;0;7;0.3972800216998514;1.922582457583121;ring-type: p;Split;1;317;3.258758304813329;0.0;ring-type_p;<=;0.5;Yes;No;323.0;0.9830188679245283;0.016981132075471698;0.9830188679245283;0.016981132075471698;Edible
Tree 1;Tree 1_E_8;1;9;0.4053738747008566;2.048637396273052;;Edge;0;317;3.2564163579949366;1.0;;;;;;317.0;1.0;0.0;1.0;0.0;Edible
Tree 1;Tree 1_E_8;2;9;0.4132202116400731;2.1746923349629825;;Edge;0;317;3.254074411176544;1.0;;;;;;317.0;1.0;0.0;1.0;0.0;Edible
Tree 1;Tree 1_E_8;3;9;0.42060137054571184;2.3007472736529135;;Edge;0;317;3.2517324643581516;1.0;;;;;;317.0;1.0;0.0;1.0;0.0;Edible
Tree 1;Tree 1_E_8;4;9;0.4273557967821297;2.426802212342844;;Edge;0;317;3.249390517539759;1.0;;;;;;317.0;1.0;0.0;1.0;0.0;Edible
Tree 1;Tree 1_E_8;5;9;0.43339752892318095;2.552857151032775;;Edge;0;317;3.2470485707213665;1.0;;;;;;317.0;1.0;0.0;1.0;0.0;Edible
Tree 1;Tree 1_E_8;6;9;0.4387265669688656;2.678912089722706;;Edge;0;317;3.244706623902974;1.0;;;;;;317.0;1.0;0.0;1.0;0.0;Edible
Tree 1;Tree 1_E_8;7;9;0.44342887234532946;2.804967028412637;;Edge;0;317;3.2423646770845815;1.0;;;;;;317.0;1.0;0.0;1.0;0.0;Edible
Tree 1;Tree 1_E_8;8;9;0.44766599968821547;2.9310219671025677;;Edge;0;317;3.240022730266189;1.0;;;;;;317.0;1.0;0.0;1.0;0.0;Edible
Tree 1;Tree 1_E_8;9;9;0.4516556109693127;3.0570769057924987;YES;YES;1;317;3.2376807834477965;1.0;;;;;;317.0;1.0;0.0;1.0;0.0;Edible
Tree 1;Tree 1_E_9;0;0;0.5;0.08;stalk-surface-above-ring: k;Split;1;1510;10.0;0.0;stalk-surface-above-ring_k;<=;0.5;Yes;No;5128.0;0.5110782865583456;0.48892171344165436;0.5110782865583456;0.48892171344165436;Edible
Tree 1;Tree 1_E_9;1;10;0.532700425151009;0.18987525881299827;;Edge;0;1510;9.542643325280187;0.0;stalk-root_?;<=;0.5;Yes;No;1510.0;0.054447215295095594;0.9455527847049044;0.054447215295095594;0.9455527847049044;Poisonous
Tree 1;Tree 1_E_9;2;10;0.5651533342402294;0.2997505176259965;;Edge;0;1510;9.085286650560374;0.0;stalk-root_?;<=;0.5;Yes;No;1510.0;0.054447215295095594;0.9455527847049044;0.054447215295095594;0.9455527847049044;Poisonous
Tree 1;Tree 1_E_9;3;10;0.5971410652958719;0.40962577643899484;;Edge;0;1510;8.62792997584056;0.0;stalk-root_?;<=;0.5;Yes;No;1510.0;0.054447215295095594;0.9455527847049044;0.054447215295095594;0.9455527847049044;Poisonous
Tree 1;Tree 1_E_9;4;10;0.6285020636822934;0.5195010352519931;;Edge;0;1510;8.170573301120747;0.0;stalk-root_?;<=;0.5;Yes;No;1510.0;0.054447215295095594;0.9455527847049044;0.054447215295095594;0.9455527847049044;Poisonous
Tree 1;Tree 1_E_9;5;10;0.6591503679733486;0.6293762940649914;;Edge;0;1510;7.713216626400935;0.0;stalk-root_?;<=;0.5;Yes;No;1510.0;0.054447215295095594;0.9455527847049044;0.054447215295095594;0.9455527847049044;Poisonous
Tree 1;Tree 1_E_9;6;10;0.689085978169037;0.7392515528779896;;Edge;0;1510;7.255859951681122;0.0;stalk-root_?;<=;0.5;Yes;No;1510.0;0.054447215295095594;0.9455527847049044;0.054447215295095594;0.9455527847049044;Poisonous
Tree 1;Tree 1_E_9;7;10;0.7183948556955047;0.8491268116909878;;Edge;0;1510;6.798503276961309;0.0;stalk-root_?;<=;0.5;Yes;No;1510.0;0.054447215295095594;0.9455527847049044;0.054447215295095594;0.9455527847049044;Poisonous
Tree 1;Tree 1_E_9;8;10;0.7472385551883944;0.9590020705039861;;Edge;0;1510;6.341146602241496;0.0;stalk-root_?;<=;0.5;Yes;No;1510.0;0.054447215295095594;0.9455527847049044;0.054447215295095594;0.9455527847049044;Poisonous
Tree 1;Tree 1_E_9;9;10;0.7758347386194956;1.0688773293169844;stalk-root: ?;Split;1;1510;5.883789927521683;0.0;stalk-root_?;<=;0.5;Yes;No;1510.0;0.054447215295095594;0.9455527847049044;0.054447215295095594;0.9455527847049044;Poisonous
Tree 1;Tree 1_E_10;0;10;0.7758347386194956;1.0688773293169844;stalk-root: ?;Split;1;842;5.883789927521683;0.0;stalk-root_?;<=;0.5;Yes;No;1510.0;0.054447215295095594;0.9455527847049044;0.054447215295095594;0.9455527847049044;Poisonous
Tree 1;Tree 1_E_10;1;11;0.7522585769700163;1.1699401968837413;;Edge;0;842;5.7463583590584895;1.0;;;;;;842.0;0.0;1.0;0.0;1.0;Poisonous
Tree 1;Tree 1_E_10;2;11;0.7289299313823258;1.2710030644504984;;Edge;0;842;5.608926790595296;1.0;;;;;;842.0;0.0;1.0;0.0;1.0;Poisonous
Tree 1;Tree 1_E_10;3;11;0.7060664638282129;1.3720659320172552;;Edge;0;842;5.471495222132103;1.0;;;;;;842.0;0.0;1.0;0.0;1.0;Poisonous
Tree 1;Tree 1_E_10;4;11;0.6838297289433211;1.4731287995840123;;Edge;0;842;5.33406365366891;1.0;;;;;;842.0;0.0;1.0;0.0;1.0;Poisonous
Tree 1;Tree 1_E_10;5;11;0.6623056881537958;1.5741916671507692;;Edge;0;842;5.196632085205717;1.0;;;;;;842.0;0.0;1.0;0.0;1.0;Poisonous
Tree 1;Tree 1_E_10;6;11;0.641494341459637;1.675254534717526;;Edge;0;842;5.059200516742524;1.0;;;;;;842.0;0.0;1.0;0.0;1.0;Poisonous
Tree 1;Tree 1_E_10;7;11;0.621309727434699;1.776317402284283;;Edge;0;842;4.921768948279331;1.0;;;;;;842.0;0.0;1.0;0.0;1.0;Poisonous
Tree 1;Tree 1_E_10;8;11;0.601590291443339;1.8773802698510402;;Edge;0;842;4.7843373798161375;1.0;;;;;;842.0;0.0;1.0;0.0;1.0;Poisonous
Tree 1;Tree 1_E_10;9;11;0.5821183715137677;1.978443137417797;NO;NO;1;842;4.646905811352944;1.0;;;;;;842.0;0.0;1.0;0.0;1.0;Poisonous
Tree 1;Tree 1_E_11;0;10;0.7758347386194956;1.0688773293169844;stalk-root: ?;Split;1;668;5.883789927521683;0.0;stalk-root_?;<=;0.5;Yes;No;1510.0;0.054447215295095594;0.9455527847049044;0.054447215295095594;0.9455527847049044;Poisonous
Tree 1;Tree 1_E_11;1;12;0.7928443136451954;1.1634471588647382;;Edge;0;668;5.702069323344538;0.0;gill-size_n;<=;0.5;Yes;No;668.0;0.12208760484622554;0.8779123951537745;0.12208760484622554;0.8779123951537745;Poisonous
Tree 1;Tree 1_E_11;2;12;0.8096063726091064;1.258016988412492;;Edge;0;668;5.5203487191673934;0.0;gill-size_n;<=;0.5;Yes;No;668.0;0.12208760484622554;0.8779123951537745;0.12208760484622554;0.8779123951537745;Poisonous
Tree 1;Tree 1_E_11;3;12;0.8259032535394396;1.3525868179602458;;Edge;0;668;5.338628114990248;0.0;gill-size_n;<=;0.5;Yes;No;668.0;0.12208760484622554;0.8779123951537745;0.12208760484622554;0.8779123951537745;Poisonous
Tree 1;Tree 1_E_11;4;12;0.841573401800552;1.4471566475079998;;Edge;0;668;5.156907510813103;0.0;gill-size_n;<=;0.5;Yes;No;668.0;0.12208760484622554;0.8779123951537745;0.12208760484622554;0.8779123951537745;Poisonous
Tree 1;Tree 1_E_11;5;12;0.8565308559662979;1.5417264770557535;;Edge;0;668;4.975186906635959;0.0;gill-size_n;<=;0.5;Yes;No;668.0;0.12208760484622554;0.8779123951537745;0.12208760484622554;0.8779123951537745;Poisonous
Tree 1;Tree 1_E_11;6;12;0.8707756160366771;1.6362963066035072;;Edge;0;668;4.793466302458814;0.0;gill-size_n;<=;0.5;Yes;No;668.0;0.12208760484622554;0.8779123951537745;0.12208760484622554;0.8779123951537745;Poisonous
Tree 1;Tree 1_E_11;7;12;0.8843936434378354;1.7308661361512612;;Edge;0;668;4.61174569828167;0.0;gill-size_n;<=;0.5;Yes;No;668.0;0.12208760484622554;0.8779123951537745;0.12208760484622554;0.8779123951537745;Poisonous
